,ADDRESS,ADDR_INDZONE,ADDR_NO_DESCRIPT,INDCAT,JOB,JOBCAT_DESCRIPT,LINK,NAME,OTHERS,PRODUCT,PROFILE
2309,洲子街60號8樓,,台北市內湖區,網路通訊產品製造業,作業員,作業員／包裝員@類目@類目,http://www.ctcu.com,主向位科技股份有限公司,"1.具備電子廠作業員經驗一年以上尤佳。
2.熟零組件焊接尤佳。
3.必要時可配合加班者 (週一至週五 PM6:00~8:30)。
4.請勿重複投遞履歷。","核心技術
Network Conversion
      Media: Fiber Optics / Coppers
      Technologies: LAN/WAN/Control/Surveillance..
Network ExTension
      Media: Fiber Optics / Coppers
      Technologies: TDM / CWDM..
Network Communications
Network Systems Integrations  

經營主軸
網路傳輸設備製造商(Network Equipment Manufacturer)
網路設備專業代工(OEM/ODM)
網路系統應用專業供應商(Network Solutions Provider)","　　主向位科技股份有限公司自1993年成立以來，致力於網路通訊產品的研發、製造與行銷，尤其專注於光纖技術、乙太網技術及寬頻接入技術的融合，以領先的技術和高品質的服務為動力，公司持續穩定成長，成為全球寬頻光纖網路接入設備解決方案的主要供應商。 

　　主向位科技以自我品牌CTC Union行銷全球，行銷通路擴及全球五大洲，與世界各地的經銷商建立綿密而長久的夥伴關係，對客戶提供高品質的產品、穩定的性能、完善的服務。公司的研發、生產、服務體系通過ISO9001國際管理體系標準認證，並遵循 ISO 14001 訂定環安政策，做為本公司環境管理決策的最高指導方針，並生產符合RoHS及WEEE的高環保標準的產品。綠色環保的推行及節能減碳是主向位科技對環境生態保護的一貫的社會責任與承諾。

　　展望未來，主向位科技將持續以創新價值、穩健誠信及卓越品質的經營理念與強化客戶的服務態度，以永續經營的決心，成為世界級專業網路通訊設備品牌。

CTC Union Technologies, founded in 1993, proactively designs and manufactures telecommunications, data communications, networking, and IP surveillance products for a global market. With technologies based on PDH, SDH, DSL, Ethernet and Optical transmission, CTC Union can effectively meet the requirements of voice and data carriers in deploying last mile applications.

With the increasing demands for security products world wide, CTC Union invested R&D resources to setup a new development group specifically for network based digital surveillance products, starting in 2005. By leveraging their existing core technologies and network management expertise, CTC Union has developed a complete IP surveillance monitoring solution with product lines of H.264 network cameras and digital video servers, megapixel cameras and network video servers.

As services such as voice and multimedia are moving to IP based technologies, carriers have found that their core networks can be operated more effectively and economically if the public switching networks are migrated to a next generation IP based networks. Fully in line with this world wide trends, CTC Union in 2009, became a member of the MEF (Metro Ethernet Forum) whose main goal is to provide interoperability standards for carriers and manufacturers to smoothly deploy Ethernet solutions from core networks to Last-Mile. This proactive thinking will allow CTC Union to continue developing solutions for today and tomorrow's markets.

As a socially responsible manufacturer, CTC Union is concerned with the environment and has taken active measures to reduce carbon emissions and eliminate hazardous materials in their products. None of CTC Union products use chlorofluorocarbons (CFC) in their production process and since 2007 all electronics use non-lead soldering according to RoHS and WEEE directives.

CTC Unions continuing mission is to provide their customers with ”on time” solutions, quick and effective customer support, and valuable products with extended service life."
2310,洲子街60號8樓,,台北市內湖區,網路通訊產品製造業,產品研發PM主管,專案管理主管@產品管理師@其他專案管理師,http://www.ctcu.com,主向位科技股份有限公司,"1.具PMP證照者佳
2.溝通協調及執行力強者佳
3.熟光纖/網路通訊產品者佳
4.具工程背景者佳","核心技術
Network Conversion
      Media: Fiber Optics / Coppers
      Technologies: LAN/WAN/Control/Surveillance..
Network ExTension
      Media: Fiber Optics / Coppers
      Technologies: TDM / CWDM..
Network Communications
Network Systems Integrations  

經營主軸
網路傳輸設備製造商(Network Equipment Manufacturer)
網路設備專業代工(OEM/ODM)
網路系統應用專業供應商(Network Solutions Provider)","　　主向位科技股份有限公司自1993年成立以來，致力於網路通訊產品的研發、製造與行銷，尤其專注於光纖技術、乙太網技術及寬頻接入技術的融合，以領先的技術和高品質的服務為動力，公司持續穩定成長，成為全球寬頻光纖網路接入設備解決方案的主要供應商。 

　　主向位科技以自我品牌CTC Union行銷全球，行銷通路擴及全球五大洲，與世界各地的經銷商建立綿密而長久的夥伴關係，對客戶提供高品質的產品、穩定的性能、完善的服務。公司的研發、生產、服務體系通過ISO9001國際管理體系標準認證，並遵循 ISO 14001 訂定環安政策，做為本公司環境管理決策的最高指導方針，並生產符合RoHS及WEEE的高環保標準的產品。綠色環保的推行及節能減碳是主向位科技對環境生態保護的一貫的社會責任與承諾。

　　展望未來，主向位科技將持續以創新價值、穩健誠信及卓越品質的經營理念與強化客戶的服務態度，以永續經營的決心，成為世界級專業網路通訊設備品牌。

CTC Union Technologies, founded in 1993, proactively designs and manufactures telecommunications, data communications, networking, and IP surveillance products for a global market. With technologies based on PDH, SDH, DSL, Ethernet and Optical transmission, CTC Union can effectively meet the requirements of voice and data carriers in deploying last mile applications.

With the increasing demands for security products world wide, CTC Union invested R&D resources to setup a new development group specifically for network based digital surveillance products, starting in 2005. By leveraging their existing core technologies and network management expertise, CTC Union has developed a complete IP surveillance monitoring solution with product lines of H.264 network cameras and digital video servers, megapixel cameras and network video servers.

As services such as voice and multimedia are moving to IP based technologies, carriers have found that their core networks can be operated more effectively and economically if the public switching networks are migrated to a next generation IP based networks. Fully in line with this world wide trends, CTC Union in 2009, became a member of the MEF (Metro Ethernet Forum) whose main goal is to provide interoperability standards for carriers and manufacturers to smoothly deploy Ethernet solutions from core networks to Last-Mile. This proactive thinking will allow CTC Union to continue developing solutions for today and tomorrow's markets.

As a socially responsible manufacturer, CTC Union is concerned with the environment and has taken active measures to reduce carbon emissions and eliminate hazardous materials in their products. None of CTC Union products use chlorofluorocarbons (CFC) in their production process and since 2007 all electronics use non-lead soldering according to RoHS and WEEE directives.

CTC Unions continuing mission is to provide their customers with ”on time” solutions, quick and effective customer support, and valuable products with extended service life."
2311,洲子街60號8樓,,台北市內湖區,網路通訊產品製造業,國內業務經理,國內業務人員@國內業務主管@通路開發人員,http://www.ctcu.com,主向位科技股份有限公司,,"核心技術
Network Conversion
      Media: Fiber Optics / Coppers
      Technologies: LAN/WAN/Control/Surveillance..
Network ExTension
      Media: Fiber Optics / Coppers
      Technologies: TDM / CWDM..
Network Communications
Network Systems Integrations  

經營主軸
網路傳輸設備製造商(Network Equipment Manufacturer)
網路設備專業代工(OEM/ODM)
網路系統應用專業供應商(Network Solutions Provider)","　　主向位科技股份有限公司自1993年成立以來，致力於網路通訊產品的研發、製造與行銷，尤其專注於光纖技術、乙太網技術及寬頻接入技術的融合，以領先的技術和高品質的服務為動力，公司持續穩定成長，成為全球寬頻光纖網路接入設備解決方案的主要供應商。 

　　主向位科技以自我品牌CTC Union行銷全球，行銷通路擴及全球五大洲，與世界各地的經銷商建立綿密而長久的夥伴關係，對客戶提供高品質的產品、穩定的性能、完善的服務。公司的研發、生產、服務體系通過ISO9001國際管理體系標準認證，並遵循 ISO 14001 訂定環安政策，做為本公司環境管理決策的最高指導方針，並生產符合RoHS及WEEE的高環保標準的產品。綠色環保的推行及節能減碳是主向位科技對環境生態保護的一貫的社會責任與承諾。

　　展望未來，主向位科技將持續以創新價值、穩健誠信及卓越品質的經營理念與強化客戶的服務態度，以永續經營的決心，成為世界級專業網路通訊設備品牌。

CTC Union Technologies, founded in 1993, proactively designs and manufactures telecommunications, data communications, networking, and IP surveillance products for a global market. With technologies based on PDH, SDH, DSL, Ethernet and Optical transmission, CTC Union can effectively meet the requirements of voice and data carriers in deploying last mile applications.

With the increasing demands for security products world wide, CTC Union invested R&D resources to setup a new development group specifically for network based digital surveillance products, starting in 2005. By leveraging their existing core technologies and network management expertise, CTC Union has developed a complete IP surveillance monitoring solution with product lines of H.264 network cameras and digital video servers, megapixel cameras and network video servers.

As services such as voice and multimedia are moving to IP based technologies, carriers have found that their core networks can be operated more effectively and economically if the public switching networks are migrated to a next generation IP based networks. Fully in line with this world wide trends, CTC Union in 2009, became a member of the MEF (Metro Ethernet Forum) whose main goal is to provide interoperability standards for carriers and manufacturers to smoothly deploy Ethernet solutions from core networks to Last-Mile. This proactive thinking will allow CTC Union to continue developing solutions for today and tomorrow's markets.

As a socially responsible manufacturer, CTC Union is concerned with the environment and has taken active measures to reduce carbon emissions and eliminate hazardous materials in their products. None of CTC Union products use chlorofluorocarbons (CFC) in their production process and since 2007 all electronics use non-lead soldering according to RoHS and WEEE directives.

CTC Unions continuing mission is to provide their customers with ”on time” solutions, quick and effective customer support, and valuable products with extended service life."
2312,洲子街60號8樓,,台北市內湖區,網路通訊產品製造業,國外業務經理,國外業務人員@國外業務主管@通路開發人員,http://www.ctcu.com,主向位科技股份有限公司,,"核心技術
Network Conversion
      Media: Fiber Optics / Coppers
      Technologies: LAN/WAN/Control/Surveillance..
Network ExTension
      Media: Fiber Optics / Coppers
      Technologies: TDM / CWDM..
Network Communications
Network Systems Integrations  

經營主軸
網路傳輸設備製造商(Network Equipment Manufacturer)
網路設備專業代工(OEM/ODM)
網路系統應用專業供應商(Network Solutions Provider)","　　主向位科技股份有限公司自1993年成立以來，致力於網路通訊產品的研發、製造與行銷，尤其專注於光纖技術、乙太網技術及寬頻接入技術的融合，以領先的技術和高品質的服務為動力，公司持續穩定成長，成為全球寬頻光纖網路接入設備解決方案的主要供應商。 

　　主向位科技以自我品牌CTC Union行銷全球，行銷通路擴及全球五大洲，與世界各地的經銷商建立綿密而長久的夥伴關係，對客戶提供高品質的產品、穩定的性能、完善的服務。公司的研發、生產、服務體系通過ISO9001國際管理體系標準認證，並遵循 ISO 14001 訂定環安政策，做為本公司環境管理決策的最高指導方針，並生產符合RoHS及WEEE的高環保標準的產品。綠色環保的推行及節能減碳是主向位科技對環境生態保護的一貫的社會責任與承諾。

　　展望未來，主向位科技將持續以創新價值、穩健誠信及卓越品質的經營理念與強化客戶的服務態度，以永續經營的決心，成為世界級專業網路通訊設備品牌。

CTC Union Technologies, founded in 1993, proactively designs and manufactures telecommunications, data communications, networking, and IP surveillance products for a global market. With technologies based on PDH, SDH, DSL, Ethernet and Optical transmission, CTC Union can effectively meet the requirements of voice and data carriers in deploying last mile applications.

With the increasing demands for security products world wide, CTC Union invested R&D resources to setup a new development group specifically for network based digital surveillance products, starting in 2005. By leveraging their existing core technologies and network management expertise, CTC Union has developed a complete IP surveillance monitoring solution with product lines of H.264 network cameras and digital video servers, megapixel cameras and network video servers.

As services such as voice and multimedia are moving to IP based technologies, carriers have found that their core networks can be operated more effectively and economically if the public switching networks are migrated to a next generation IP based networks. Fully in line with this world wide trends, CTC Union in 2009, became a member of the MEF (Metro Ethernet Forum) whose main goal is to provide interoperability standards for carriers and manufacturers to smoothly deploy Ethernet solutions from core networks to Last-Mile. This proactive thinking will allow CTC Union to continue developing solutions for today and tomorrow's markets.

As a socially responsible manufacturer, CTC Union is concerned with the environment and has taken active measures to reduce carbon emissions and eliminate hazardous materials in their products. None of CTC Union products use chlorofluorocarbons (CFC) in their production process and since 2007 all electronics use non-lead soldering according to RoHS and WEEE directives.

CTC Unions continuing mission is to provide their customers with ”on time” solutions, quick and effective customer support, and valuable products with extended service life."
2564,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,遊戲程式設計師(CASINO 事業部),軟體設計工程師@電玩程式設計師@類目,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"1.熱衷遊戲、肯自我挑戰不畏艱難。
2. 熟C++物件導向程式開發。
3. 心胸開闊、積極進取。
4.有明確的福利回饋制度。
5.有豐富的學習機會。
6.有良好的互動式溝通環境。","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2565,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,3D角色動畫師(美術部),多媒體動畫設計師@電腦繪圖人員@美術設計,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"泰偉電子一直致力於國際市場的發展，目前甚至已在義大利擁有相當好的成績。我們在追求更卓越的目標，也期待有卓越理想的專業人員共同參與。
只要您具備以下特質，便是我們期待與網羅的對象:
1.對角色表演有極高的興趣.
2.對於追求專業品質，有高度的熱情
3.喜歡挑戰不同風格的動作表演.
4.對角色動畫有完整的 ”2D卡通動作基礎觀念”.
5.配合度佳.
6.具有良好的溝通能力與團隊精神.","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2566,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,2D美術設計師(美術部),多媒體動畫設計師@電腦繪圖人員@美術設計,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"泰偉電子一直致力於國際市場的發展，目前甚至已在義大利擁有相當好的成績。我們在追求更卓越的目標，也期待有卓越理想的專業人員共同參與。
只要您具備以下特質，便是我們期待與網羅的對象:
1.優越而細膩的美感、敏銳度.
2.對美術設計有極高的熱情
3.對品質有高度的自我要求.
4.配合度佳.
5.具有良好的溝通能力與團隊精神.","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2567,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,程式設計師(國際事業部),電玩程式設計師@軟體設計工程師@類目,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"1.具備C/C++語言
2.具基本硬體基礎知識者佳
3.反應快,理解力佳
4.會組合語言,Windows應用程式者佳","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2568,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,遊戲程式設計師(VLT 事業部),電玩程式設計師@軟體設計工程師@類目,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"1.熟C++物件導向程式開發
2.熟多執行緒程式設計
3.邏輯思考能力佳","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2569,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,3D動畫師(美術部),多媒體動畫設計師@電腦繪圖人員@美術設計,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"泰偉電子一直致力於國際市場的發展，目前甚至已在義大利擁有相當好的成績。我們在追求更卓越的目標，也期待有卓越理想的專業人員共同參與。
只要您具備以下特質，便是我們期待與網羅的對象:
1.美感佳,擅長光影氣氛控制
2.優秀的3D模型、材質、質感處理能力
3.細膩的做事態度,喜歡挑戰高品質作品.
4.配合度佳,有良好溝通態度.","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
2570,興德路111-1號10樓(靠近三重湯城園區),,新北市三重區,博弈產業之遊戲、軟硬體、機構、各類管理系統及商用遊戲機之開發,2D美術設計師(CASINO美術部),多媒體動畫設計師@電腦繪圖人員@美術設計,http://www.astrocorp.com.tw/,泰偉電子股份有限公司,"1.具良好的美感.
2.善溝通.
3.配合度佳.","績優遊戲軟硬體開發之外銷廠商(Video Game , Casino Product , PC board, Power supply, Cabinet. ), 專為國際市場(歐、美、日本等)設計開發遊戲相關軟、硬體、系統與平台。

營業項目包括:
1.商業用遊戲機（Arcade / Casino / AWP / VLT）軟、硬體的企劃、設計、研發、製造、行銷與服務。
2.博奕產業各類型系統的企劃、設計、研發、行銷與服務。
3.網路遊戲（Internet On-Line Game）的企劃、設計、研發、行銷與服務。
4.電子遊戲機中心與視頻彩票廳（Arcade / VLT hall）整場設計、經營規劃與營運管理。
5.ASIC設計
6.整機機構、系統設計與生產
7.賭場及博彩俱樂部之規劃設計
8.工業級/ Server級電腦主機板設計與生產
9.賭場專用系統設計與授權合作
10.3D引擎, Billing system 及網路引擎之授權與合作。
11.國際博奕遊戲軟硬體之OEM及ODM","泰偉電子股份有限公司乃一上櫃公司 ，致力於研發製造各式電子遊戲機、各類博奕遊戲軟硬體與系統已達多年，為一擁有完整研發及行銷管理的國際化公司,是第一家博奕股票掛牌公司,具備跨遊戲產業別的公司。除了本身不斷累積深厚的R&D技術及國際市場經驗外，並與國內外多家績優公司合作，共同開發獨特的遊戲機種、特殊功能IC以及相關高階應用技術。由於所生產之各類產品均出自慎密傑出的企劃，內容精彩且具有高度穩定的品質，使得泰偉電子成為唯一成功進入多國之博弈產業(軟硬體均自製生產)並首先獲得整台遊戲機器GLI認證之亞洲公司。
本公司於民國93年6月9日掛牌上櫃, 制度健全,員工極其年輕化且具活力，採取人性化管理, 工作有趣且富挑戰性, 同事間感情融洽, 團隊合作默契佳, 且相互指導學習。年度分紅配股及專案獎金制度提供員工最佳福利保障。"
